A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,Y
12,11,0.70711,8,8,0,3,13,7.0711,4,16,8.4853,13,5,5.6569,13,5,5.6569,15,3,8.4853,10,11,0.70711,10.026,3.4474,4.7727,10.985,11.013,21.128,11.654,23.885,25.688,17.646,25.688,17.646,26.625,12.583,20.895,4.2368,V5
3,3,0,0,0,0,7,2,3.5355,14,7,4.9497,12,12,0,12,12,0,3,0,2.1213,1,3,1.4142,14.679,5.8571,0,0,11.963,23.926,9.8947,25.158,26.393,22.375,26.393,22.375,20.667,14.917,17.136,9.1364,V6
10,6,2.8284,13,7,4.2426,2,8,4.2426,3,10,4.9497,7,6,0.70711,7,6,0.70711,0,0,0,0,0,0,9.9853,5.4265,4.8308,10.738,10.188,21.733,12.569,24.985,27.857,23.413,27.857,23.413,0,0,0,0,V7
12,13,0.70711,13,14,0.70711,0,12,8.4853,0,12,8.4853,2,2,0,2,2,0,5,6,0.70711,10,4,4.2426,10.784,7.6078,6.9104,9.6567,14.216,22.314,14.795,23.923,24.941,19.118,24.941,19.118,29.186,10.651,20.412,7.3529,V8
9,9,0,12,5,4.9497,0,13,9.1924,0,13,9.1924,12,10,1.4142,12,10,1.4142,11,1,7.0711,9,15,4.2426,12,10.926,7.1774,12.177,12.254,20.712,14.854,22.317,26.743,19.757,26.743,19.757,25.366,14.61,21.422,6.6444,V9
3,3,0,6,4,1.4142,3,1,1.4142,3,1,1.4142,4,5,0.70711,4,5,0.70711,2,1,0.70711,2,1,0.70711,9.3409,2.6591,3.8846,8.9423,9.3846,22.885,11.963,26.296,30.327,22.918,30.327,22.918,26.966,12.207,20.438,4.1563,V0
2,2,0,8,5,2.1213,0,10,7.0711,0,10,7.0711,6,7,0.70711,6,7,0.70711,11,7,2.8284,8,8,0,7,6.75,6.0556,12.356,11.857,19.952,14.647,22.471,25.551,19.87,25.551,19.87,27.279,11.279,23.885,5.0577,V1
2,2,0,5,11,4.2426,5,5,0,5,5,0,15,15,0,15,15,0,11,9,1.4142,9,11,1.4142,8.6452,2.7742,2.8302,9.8491,10.016,18.902,14,19.727,25.806,21.871,25.806,21.871,23.81,12.302,24.188,7.125,V2
13,12,0.70711,9,12,2.1213,1,15,9.8995,1,15,9.8995,12,12,0,12,12,0,13,2,7.7782,9,9,0,11.56,6.04,9.3784,11.703,12.891,22.011,13.719,23.766,27.012,20.75,27.012,20.75,24.81,13.017,19.092,8.3692,V3
12,9,2.1213,10,7,2.1213,7,9,1.4142,11,13,1.4142,13,13,0,13,13,0,15,7,5.6569,13,13,0,11.085,6.4512,5.3585,11.208,8.662,19.352,9.3529,23.824,27.421,21.193,27.421,21.193,28.471,10.471,21.288,7.975,V4
3,3,0,5,5,0,2,10,5.6569,4,12,5.6569,2,2,0,2,2,0,4,5,0.70711,3,2,0.70711,11.458,4.3125,4.8929,10.304,10.524,20.845,14.021,25.813,27.325,20.05,27.325,20.05,29.542,10.708,21.292,3.0833,V5
2,2,0,0,0,0,7,1,4.2426,10,2,5.6569,13,13,0,13,13,0,3,0,2.1213,3,14,7.7782,15.139,8.1389,0,0,11.68,24,11.296,24.296,24.689,22.787,24.689,22.787,18.5,15.667,16.679,7.9286,V6
10,8,1.4142,13,5,5.6569,1,5,2.8284,4,6,1.4142,4,4,0,4,4,0,0,0,0,0,0,0,9.7302,5.4762,4.8769,10.954,10.396,22.527,11.892,26.241,29.167,25.306,29.167,25.306,0,0,0,0,V7
14,4,7.0711,15,14,0.70711,0,13,9.1924,0,13,9.1924,2,2,0,2,2,0,15,8,4.9497,12,12,0,9.5102,2.5918,3.5,4.5,16,22.5,16,22.5,17.333,16.667,17.333,16.667,27,10.807,19.988,6.2195,V8
2,2,0,4,13,6.364,0,5,3.5355,0,5,3.5355,14,15,0.70711,14,15,0.70711,11,10,0.70711,8,9,0.70711,2.3333,1.6667,2.4565,9.2609,9.5479,22.822,12.548,25.905,24.914,23.414,24.914,23.414,23.32,10.88,20.933,9.7667,V9
4,4,0,6,3,2.1213,0,3,2.1213,1,3,1.4142,2,2,0,2,2,0,3,7,2.8284,3,3,0,11.061,4.7755,5.4366,12,7.38,21.42,10.405,28.238,28.371,21.143,28.371,21.143,29.739,10.457,21.851,3.1702,V0
11,11,0,13,14,0.70711,0,8,5.6569,0,8,5.6569,6,6,0,6,6,0,8,8,0,5,5,0,6.8421,5.6316,7.1765,9.3382,13.976,20.143,14.793,21.552,27.303,20.632,27.303,20.632,28.267,10.678,26,4.4091,V1
2,2,0,3,1,1.4142,9,4,3.5355,6,4,1.4142,15,13,1.4142,15,13,1.4142,6,7,0.70711,3,7,2.8284,4.6471,2.1765,2.28,9.36,8.8,19.467,13.619,20.286,25,22.243,25,22.243,22,13.545,22.143,6.75,V2
12,3,6.364,2,1,0.70711,0,14,9.8995,0,14,9.8995,2,12,7.0711,2,12,7.0711,3,2,0.70711,2,2,0,10.315,3.0741,2.2258,8.6129,13.147,23.053,13.561,23.561,29.391,21.804,29.391,21.804,26,12.697,19.526,6.4474,V3
9,10,0.70711,8,7,0.70711,3,13,7.0711,10,16,4.2426,12,12,0,12,12,0,15,6,6.364,11,11,0,12.494,6.3563,6.5104,12.708,10.818,20.727,11.02,25.99,25.44,20.69,25.44,20.69,27.024,11.212,18.5,9.3654,V4
1,1,0,3,0,2.1213,0,13,9.1924,0,13,9.1924,13,8,3.5355,13,8,3.5355,14,9,3.5355,13,1,8.4853,11.758,4.2424,3.9744,11.667,10.565,22.315,13.109,23.641,25.91,20.742,25.91,20.742,29.089,10.644,21.886,2.5,V5
13,5,5.6569,2,1,0.70711,0,10,7.0711,0,10,7.0711,2,2,0,2,2,0,4,0,2.8284,2,1,0.70711,9.4048,2.8333,2,2.5,13.069,24.81,12.484,25.177,29,20.887,29,20.887,26.029,13.114,19.154,7.0769,V6
8,6,1.4142,12,2,7.0711,2,4,1.4142,4,4,0,4,4,0,4,4,0,0,0,0,0,0,0,9.6897,5.7241,4.8814,11.153,10.256,22.692,11.682,26.015,29.125,25.594,29.125,25.594,0,0,0,0,V7
12,10,1.4142,11,7,2.8284,2,10,5.6569,3,11,5.6569,2,0,1.4142,2,0,1.4142,14,9,3.5355,12,11,0.70711,12.184,6.9388,6.3077,9.0962,9.963,20.259,9.4091,26.955,21,16,21,16,25.784,11.311,19.764,7.5417,V8
15,6,6.364,6,14,5.6569,0,3,2.1213,0,3,2.1213,7,9,1.4142,7,9,1.4142,12,11,0.70711,13,13,0,4.5,2.6667,3,9.7031,9.3607,22.672,12.152,26.667,26.406,20.281,26.406,20.281,26.805,10.545,19.917,7.0556,V9
3,3,0,5,3,1.4142,1,4,2.1213,2,5,2.1213,4,4,0,4,4,0,4,3,0.70711,4,3,0.70711,11.597,4.3871,4.3929,11.679,7.9298,21.982,10.417,28.367,28.086,21.069,28.086,21.069,28.12,11.88,19.87,5.4259,V0
0,0,0,7,4,2.1213,0,6,4.2426,0,6,4.2426,7,7,0,7,7,0,9,10,0.70711,8,10,1.4142,0,0,4.4048,13.476,10.613,22.938,12.851,26.149,24.942,19.246,24.942,19.246,24.6,12.4,21.795,5.4932,V1
14,13,0.70711,5,13,5.6569,8,6,1.4142,6,6,0,16,14,1.4142,16,14,1.4142,7,7,0,10,14,2.8284,6.2105,4,3.0926,10.185,9.3521,18.761,13.667,19.524,24.646,22.215,24.646,22.215,21.29,13.774,22,7.4444,V2
4,4,0,2,1,2.1213,2,2,0,10,4,4.2426,2,2,0,2,2,0,5,3,1.4142,3,2,0.70711,13.781,3.375,11,15.833,10.286,21,9.4815,29.556,27.386,20.068,27.386,20.068,28.824,11.373,20.681,3.7447,V3
11,11,0,7,5,1.4142,9,7,1.4142,0,6,4.2426,12,11,0.70711,12,11,0.70711,3,9,4.2426,13,14,0.70711,11.75,9.1406,6.6207,12.322,8.5362,18.159,15.545,18.636,28.733,21.089,28.733,21.089,30.391,9.6957,21.648,5.7363,V4
2,2,0,1,2,2.1213,2,9,4.9497,11,11,0,13,6,4.9497,13,6,4.9497,11,4,4.9497,13,6,4.9497,13.296,8.1481,8.36,13.44,9.8,21.4,9.7273,28.8,27.025,20.139,27.025,20.139,29.175,11.125,21.788,3.4615,V5
15,6,6.364,1,1,0,0,8,5.6569,0,8,5.6569,10,9,0.70711,10,9,0.70711,5,0,3.5355,2,2,0,9.7619,2.8333,1.3333,1.6667,12.471,20.961,13.743,21.343,28.361,21.333,28.361,21.333,25.778,13.25,19.167,7.1,V6
10,4,4.2426,12,2,7.0711,3,3,0,11,3,5.6569,9,6,2.1213,9,6,2.1213,0,0,0,0,0,0,11.339,5.4643,5.3333,11.282,10.833,22.963,10.317,26.617,28.545,26.212,28.545,26.212,0,0,0,0,V7
15,13,1.4142,15,15,0,0,14,9.8995,0,14,9.8995,2,2,0,2,2,0,15,6,6.364,11,11,0,10.589,5.6947,6.25,7.2083,15.519,21.926,15.6,22.4,21.391,16.478,21.391,16.478,26.298,12.321,19.597,6.9851,V8
2,2,0,11,3,5.6569,14,2,8.4853,11,16,3.5355,9,6,2.1213,9,6,2.1213,15,14,0.70711,15,15,0,15.267,11.667,7.74,14.1,8.0833,16.417,7.25,26.75,24.196,18.839,24.196,18.839,27.79,9.4194,20.898,8.3878,V9
2,2,0,1,1,0,0,4,2.8284,2,4,1.4142,2,2,0,2,2,0,4,7,2.1213,12,3,6.364,12.846,6.5128,7.3056,13.139,8.5581,22.256,10.926,28.778,28.477,21.205,28.477,21.205,29.441,10.525,21.545,3.4242,V0
12,11,0.70711,3,1,1.4142,0,3,2.1213,2,3,0.70711,11,11,0,11,11,0,15,15,0,15,14,0.70711,7.1579,4.7368,2.3846,10.231,8.6889,23.689,11.51,28.245,26.204,20.699,26.204,20.699,26.512,10.488,22.447,6.1176,V1
15,15,0,6,15,6.364,10,4,4.2426,3,3,0,16,14,1.4142,16,14,1.4142,4,0,2.8284,5,12,4.9497,9.3846,8.5385,4.4615,9.8654,10.022,17.844,14.8,17.4,25.169,22.631,25.169,22.631,20.357,15,18.5,8.1167,V2
4,4,0,1,1,1.4142,1,3,1.4142,6,4,1.4142,3,3,0,3,3,0,5,7,1.4142,11,11,0,14.244,7.7805,9.2364,14.055,9.0758,20.121,10.424,29.237,26.938,20.271,26.938,20.271,29.455,11.182,20.702,4.0351,V3
13,13,0,13,9,2.8284,6,10,2.8284,12,15,2.1213,13,13,0,13,13,0,15,2,9.1924,11,11,0,9.9846,7.4154,3.6042,9.3542,10.542,20.021,9.2667,24.55,26.678,21.119,26.678,21.119,26.804,11.412,20.878,9.4082,V4
2,2,0,10,9,0.70711,2,11,6.364,2,13,7.7782,10,9,0.70711,10,9,0.70711,2,2,0,2,2,0,10.914,3.5143,6.2113,10.859,13.419,22.865,13.758,24.712,25.902,20.89,25.902,20.89,28.903,11.032,21.636,2.8409,V5
2,2,0,4,0,2.8284,0,15,10.607,3,15,8.4853,10,9,0.70711,10,9,0.70711,3,4,0.70711,1,3,1.4142,13.75,1.875,13.5,16,10,19.623,14.52,26.2,26.033,20.426,26.033,20.426,28.795,11.273,21.378,3.2703,V6
13,4,6.364,3,1,1.4142,0,5,3.5355,0,5,3.5355,15,11,2.8284,15,11,2.8284,1,1,0,1,9,5.6569,10.776,4.1207,2.625,9.6875,9.4259,18.926,14.278,20.278,26.716,22.473,26.716,22.473,17.667,15.667,16.909,9.2727,V7
12,11,0.70711,13,11,1.4142,2,12,7.0711,2,14,8.4853,0,0,0,0,0,0,13,9,2.8284,10,10,0,10.298,5.8596,6.35,7.75,13.296,22.148,12.862,25.034,0,0,0,0,27.056,11.037,20.667,6.4667,V8
6,6,0,14,5,6.364,0,2,1.4142,2,1,0.70711,9,6,2.1213,9,6,2.1213,15,13,1.4142,15,14,0.70711,14,11.357,5.6981,11.415,1.6,16.8,4.6,30.7,25.208,18.811,25.208,18.811,26.9,10.175,19.293,7.4483,V9
2,2,0,6,6,0,3,2,0.70711,9,5,2.8284,1,1,0,1,1,0,3,1,1.4142,2,2,0,10.326,2.8372,3.6842,11.579,7.05,20.375,9.575,29.35,28.045,20.5,28.045,20.5,25.633,12.867,19.6,5.2,V0
13,6,4.9497,2,1,2.1213,0,5,3.5355,1,5,2.8284,9,9,0,9,9,0,14,6,5.6569,10,10,0,8.5882,4.8824,2.0789,10.105,10.7,25.2,11.232,28.607,25,19.917,25,19.917,27.694,11.714,20.279,8.4918,V1
14,13,0.70711,7,12,3.5355,6,4,1.4142,4,4,0,16,10,4.2426,16,10,4.2426,4,1,2.1213,6,9,2.1213,8.6667,5.7778,5.3537,11.073,10.02,17.51,14.444,18.111,28.262,21.815,28.262,21.815,23.733,13.733,18.922,8.4375,V2
13,3,7.0711,3,1,1.4142,1,3,1.4142,4,4,0,2,2,0,2,2,0,5,3,1.4142,2,2,0,9.0392,2.7255,2.1429,4.2857,12.087,26.522,9.85,28.25,26.718,20.231,26.718,20.231,28.119,11.738,20.355,5.3226,V3
9,7,1.4142,1,4,3.5355,5,11,4.2426,13,16,2.1213,9,9,0,9,9,0,15,12,2.1213,14,14,0,12.417,9.6667,6.2439,12,10.804,20.946,9.8765,25.58,23.948,19.534,23.948,19.534,28,10.58,21.57,6.481,V4
3,3,0,6,3,2.1213,7,6,0.70711,14,13,0.70711,11,8,2.1213,11,8,2.1213,2,5,2.1213,3,1,1.4142,11.702,5.4468,5.1311,12.164,9.661,20.864,9.15,24.933,26.684,20.608,26.684,20.608,28.2,11.114,21.04,3.2,V5
14,4,7.0711,3,3,0,1,8,4.9497,1,8,4.9497,2,2,0,2,2,0,3,3,0,2,3,0.70711,9.5902,2.8197,3.5833,6.125,12.717,24.698,12.017,25.119,29.426,21.34,29.426,21.34,28.419,11.721,19.974,5.3421,V6
2,2,0,2,2,0,3,10,4.9497,12,13,0.70711,15,12,2.1213,15,12,2.1213,2,2,0,1,9,5.6569,11.5,4.0588,5.3214,12.25,11.104,23.373,10.278,26.99,26.39,23,26.39,23,18.333,15.333,18.048,7.5714,V7
14,8,4.2426,15,14,0.70711,1,15,9.8995,2,16,9.8995,2,2,0,2,2,0,15,9,4.2426,12,14,1.4142,10.772,4.7722,4.7059,5.9412,15.175,24.25,15.023,25.227,17.75,16.625,17.75,16.625,25.87,11.203,20.347,6.0133,V8
1,1,0,4,14,7.0711,0,2,1.4142,0,2,1.4142,9,9,0,9,9,0,8,11,2.1213,5,5,0,1.5,1.5,2.5556,9.0833,9.025,23.225,11.714,27.536,27.675,21.925,27.675,21.925,25.933,10.167,25.5,6.1,V9
5,6,0.70711,6,1,4.9497,0,4,2.8284,0,4,2.8284,2,2,0,2,2,0,4,5,0.70711,3,2,0.70711,9.5135,3.4054,3.9167,10.333,8.6,22.8,11.543,27.783,28.885,21.213,28.885,21.213,28.684,11.579,20.483,4.2069,V0
3,4,0.70711,8,13,3.5355,0,4,2.8284,0,4,2.8284,5,12,4.9497,5,12,4.9497,8,0,5.6569,0,0,0,6.4444,3.1389,4.65,9.35,11.357,21.732,13.313,24.375,27.557,21.127,27.557,21.127,27.029,14.353,0,0,V1
12,12,0,13,9,2.8284,9,7,1.4142,7,7,0,16,15,0.70711,16,15,0.70711,7,0,4.9497,8,15,4.9497,8.8571,7.4286,4.7391,10.101,9.0986,19.254,13.05,19.8,26.333,22.522,26.333,22.522,21.05,14.25,19.786,7.7143,V2
10,5,3.5355,0,0,0,1,2,0.70711,4,3,0.70711,2,2,0,2,2,0,6,0,4.2426,3,2,0.70711,11.382,2.8824,0,0,9.9231,23.667,10.155,28.103,28.927,20.418,28.927,20.418,27.047,12.581,19.647,6.2647,V3
12,11,0.70711,15,2,9.1924,4,12,5.6569,10,16,4.2426,12,12,0,12,12,0,15,4,7.7782,12,12,0,11.464,7.9762,5.2462,10.769,12.161,21.758,10.989,25.697,26.726,20.524,26.726,20.524,26.867,11.867,20.348,7.0225,V4
1,1,0,3,0,2.1213,4,7,2.1213,4,7,2.1213,10,8,1.4142,10,8,1.4142,2,3,0.70711,2,2,0,12.282,4.8205,4.4412,11.853,10.585,22.78,12.361,24.556,26.462,21.179,26.462,21.179,29.75,10.375,21.185,3.1111,V5
2,3,0.70711,0,0,0,9,6,2.1213,7,6,0.70711,11,7,2.8284,11,7,2.8284,3,1,1.4142,3,1,1.4142,11,2.35,0,0,11.104,20.167,13.652,19.913,28.298,21.766,28.298,21.766,28.7,11.375,20.737,3.8421,V6
11,4,4.9497,11,11,0,0,4,2.8284,0,4,2.8284,3,3,0,3,3,0,0,0,0,0,0,0,9.9831,4.8983,4.7556,10.711,9.7632,22.092,11.36,27.06,30.875,30.25,30.875,30.25,0,0,0,0,V7
14,8,4.2426,13,11,1.4142,1,12,7.7782,2,14,8.4853,0,0,0,0,0,0,12,11,0.70711,13,11,1.4142,11.198,5.4271,8.0455,9.5455,13.619,22.643,13.545,24.932,0,0,0,0,26.769,9.9692,21.183,4.65,V8
0,0,0,3,1,1.4142,1,3,1.4142,4,4,0,8,9,0.70711,8,9,0.70711,1,4,2.1213,9,10,0.70711,0,0,2.122,9.4634,8.0345,22.862,10.927,28.659,26.226,21.962,26.226,21.962,20.556,14.222,24.303,5.1818,V9
7,8,0.70711,4,1,2.1213,2,13,7.7782,3,13,7.0711,2,2,0,2,2,0,4,7,2.1213,12,4,5.6569,12.375,6.6875,6.7612,12.955,9.67,20.93,11.893,26.036,27.242,19.939,27.242,19.939,29.588,10.471,21.621,3.9848,V0
1,2,0.70711,6,12,4.2426,2,7,3.5355,2,7,3.5355,8,10,1.4142,8,10,1.4142,14,7,4.9497,7,8,0.70711,2.6,1.8,3.3833,9.7,10.51,22.167,12.964,24.491,24.718,19.803,24.718,19.803,26.284,11.48,24.81,6.2381,V1
0,0,0,9,7,1.4142,0,4,2.8284,0,4,2.8284,12,10,1.4142,12,10,1.4142,7,0,4.9497,3,4,0.70711,0,0,6.1375,12.137,13.135,19.486,14.318,20.955,26.74,21.455,26.74,21.455,24.609,12.739,23.257,4.5429,V2
14,5,6.364,3,2,0.70711,0,2,1.4142,1,2,0.70711,2,2,0,2,2,0,2,4,1.4142,7,1,4.2426,9.0377,2.7547,2,4,11.891,25.543,10.813,27.3,29.349,21.698,29.349,21.698,28.263,11.658,19.789,6.0526,V3
10,4,4.2426,13,5,5.6569,3,13,7.0711,10,16,4.2426,12,10,1.4142,12,10,1.4142,15,1,9.8995,11,11,0,12.667,6.1449,5.9167,11.194,12.375,22.089,10.989,26.057,26.943,20.623,26.943,20.623,27.581,11.512,19.811,8.5541,V4
11,11,0,5,7,1.4142,9,6,2.1213,5,5,0,9,8,0.70711,9,8,0.70711,14,8,4.2426,12,12,0,11.733,5.4667,5.881,11.976,6.6923,17.769,3.4706,29.647,25.643,19.893,25.643,19.893,27.44,11.48,20.803,5.0704,V5
1,2,0.70711,0,0,0,0,6,4.2426,0,6,4.2426,3,3,0,3,3,0,4,1,2.1213,2,2,0,14.143,1.9286,0,0,10.115,19.508,14.409,20.318,29.794,21.984,29.794,21.984,28.149,11.809,20.762,4.1667,V6
1,1,0,2,1,2.1213,1,9,5.6569,1,9,5.6569,14,15,0.70711,14,15,0.70711,4,4,0,4,10,4.2426,10.84,3.16,2.84,10.76,9.9375,20.844,13.359,22.154,25.643,24.786,25.643,24.786,19.2,14.4,19.879,5.697,V7
13,8,3.5355,15,12,2.1213,0,16,11.314,1,16,10.607,2,2,0,2,2,0,15,11,2.8284,14,14,0,11.696,6.0196,6.0385,7.5385,15.111,23.289,15.136,24.136,17.75,16.625,17.75,16.625,27.061,8.0816,20.586,6.2069,V8
0,0,0,4,3,0.70711,0,3,2.1213,2,3,0.70711,8,10,1.4142,8,10,1.4142,8,13,3.5355,7,7,0,0,0,2.7647,14.294,8.2105,22.842,11.684,28.605,26.388,22.98,26.388,22.98,24.87,10.217,26.12,4.08,V9
4,4,0,5,3,1.4142,4,4,0,11,8,2.1213,2,2,0,2,2,0,4,7,2.1213,13,4,6.364,10.986,4.1,4.7368,11.702,8.8533,22.2,9.6901,26.859,28.724,20.914,28.724,20.914,29.424,10.455,22,3.1912,V0
0,0,0,0,0,0,0,5,3.5355,12,12,0,10,12,1.4142,10,12,1.4142,13,5,5.6569,10,10,0,0,0,0,0,10.068,19.822,10.14,25.1,27.6,21.35,27.6,21.35,27.207,11.069,23.292,5.6154,V1
0,0,0,8,9,0.70711,2,8,4.2426,3,8,3.5355,14,13,0.70711,14,13,0.70711,8,2,4.2426,6,6,0,0,0,4.3636,10.894,11.233,22.663,13.073,25.364,26.305,21.576,26.305,21.576,23.383,13.128,21.737,6.8421,V2
9,7,1.4142,0,0,0,0,3,2.1213,4,3,0.70711,2,2,0,2,2,0,4,0,2.8284,5,2,2.1213,11.321,5.9107,0,0,9.9091,23.939,9.4464,28.839,28.186,20.512,28.186,20.512,26,13.306,18.462,10.077,V3
11,7,2.8284,15,5,7.0711,3,13,7.0711,11,15,2.8284,14,14,0,14,14,0,14,5,6.364,7,7,0,11.704,6.0704,3.3611,10.722,12.878,23.341,11.3,26.657,27.559,21.508,27.559,21.508,25.7,12.1,17.208,11.792,V4
10,9,0.70711,5,4,0.70711,6,6,0,1,2,0.70711,6,7,0.70711,6,7,0.70711,13,7,4.2426,12,11,0.70711,11.853,6.3867,6.1059,12.035,6.125,17.896,4.5,28,24.857,19.186,24.857,19.186,27.324,11.423,20.683,5.3171,V5
5,3,1.4142,0,0,0,0,6,4.2426,0,6,4.2426,2,2,0,2,2,0,3,5,1.4142,4,2,1.4142,12.462,2.2692,0,0,11.667,21.244,13.962,21.654,28.711,21.156,28.711,21.156,29.587,10.957,21.243,4.5676,V6
12,2,7.0711,15,7,5.6569,4,12,5.6569,4,12,5.6569,15,15,0,15,15,0,0,0,0,1,11,7.0711,11.529,4.3529,2.7826,10.304,10.55,22.067,13.325,23.3,26.909,26.182,26.909,26.182,17,16,16.55,9.9,V7
13,9,2.8284,15,11,2.8284,0,16,11.314,1,16,10.607,1,1,0,1,1,0,15,13,1.4142,14,15,0.70711,12,7.7627,4.8857,8.3714,15.515,23.758,15.515,24.242,16.667,16.333,16.667,16.333,27.958,6.0833,20.886,6.4557,V8
0,0,0,3,1,2.8284,2,3,0.70711,7,5,1.4142,5,7,1.4142,5,7,1.4142,13,4,6.364,8,12,2.8284,0,0,3.5769,11.769,10.889,25.222,9.7917,29.354,24.395,18.579,24.395,18.579,25.368,14.579,20.683,5.4286,V9
0,0,0,3,2,3.5355,0,2,1.4142,5,2,2.1213,1,1,0,1,1,0,2,2,0,0,2,1.4142,10.762,2.381,2.7097,10.935,9.0909,24.364,10.75,30.25,28.636,20.909,28.636,20.909,29.875,10.875,21.19,2.0476,V0
2,2,0,5,9,2.8284,0,4,2.8284,1,4,2.1213,9,9,0,9,9,0,13,7,4.2426,7,8,0.70711,5.1,2.25,3.1739,9.4565,10.089,23.536,12.439,27.61,24.737,20.351,24.737,20.351,26.623,10.899,23.31,7.2414,V1
0,0,0,7,5,1.4142,0,8,5.6569,0,8,5.6569,10,8,1.4142,10,8,1.4142,6,2,2.8284,4,6,1.4142,0,0,5.7538,13.185,12.585,21.492,14.095,23.833,27.536,21.655,27.536,21.655,25.833,12.458,22.471,4.7647,V2
10,9,0.70711,8,8,0,1,1,0,6,2,2.8284,6,11,3.5355,6,11,3.5355,6,0,4.2426,3,2,0.70711,10.789,7.7018,8.0455,8.9545,10.973,24.135,9.5833,27.375,27.698,20.524,27.698,20.524,21.952,14.905,17.2,12.333,V3
12,10,1.4142,15,7,5.6569,4,12,5.6569,4,12,5.6569,14,13,0.70711,14,13,0.70711,14,1,9.1924,10,11,0.70711,10.783,6.7971,4.3714,10.629,12.612,22.045,12.8,23.338,28.605,21.744,28.605,21.744,28.033,11.633,19.983,8.2712,V4
1,1,0,11,10,0.70711,1,7,4.2426,1,7,4.2426,11,11,0,11,11,0,1,1,0,3,1,1.4142,10.355,3.1935,6.5357,10.107,13.906,19.188,14.478,20,25.565,20.493,25.565,20.493,29.875,10.917,21.472,2.75,V5
3,5,1.4142,0,0,0,0,5,3.5355,0,5,3.5355,4,5,0.70711,4,5,0.70711,1,2,0.70711,1,1,0,11.25,2.625,0,0,11.29,21.355,14.375,21.75,30.237,22.684,30.237,22.684,26.696,11.913,20.045,4.8636,V6
9,5,2.8284,9,7,1.4142,4,5,0.70711,11,9,1.4142,6,6,0,6,6,0,0,0,0,0,0,0,9.5789,5.4211,6.1176,11.176,10.899,22,9.9529,26.071,27.68,24,27.68,24,0,0,0,0,V7
6,6,0,6,5,0.70711,0,13,9.1924,1,13,8.4853,1,2,0.70711,1,2,0.70711,15,10,3.5355,12,13,0.70711,10.567,4.8167,4.575,7.475,15.545,26.5,15.458,26.917,18,17,18,17,26.467,8.5778,20.548,5.9524,V8
15,8,4.9497,4,4,0,0,3,2.1213,1,3,1.4142,8,9,0.70711,8,9,0.70711,6,7,0.70711,8,10,1.4142,7.963,4.963,2.8571,9.127,8.8182,23.073,11.417,27.854,25.622,19.635,25.622,19.635,19.8,14.6,19.754,6.9692,V9
2,2,0,4,4,0,0,3,2.1213,2,3,0.70711,2,2,0,2,2,0,3,3,0,2,3,0.70711,11.927,4.9756,5.0392,12.647,8.0303,22.03,10.953,28.837,29.558,21.302,29.558,21.302,29.667,10.489,21.843,2.7647,V0
2,2,0,3,5,1.4142,2,9,4.9497,4,9,3.5355,9,9,0,9,9,0,13,0,9.1924,0,0,0,5.2353,2.5882,2.4468,10.021,9.2459,23.164,11.88,26.74,25.881,19.746,25.881,19.746,25.673,14.347,0,0,V1
0,0,0,5,6,0.70711,5,9,2.8284,6,10,2.8284,15,11,2.8284,15,11,2.8284,7,0,4.9497,5,13,5.6569,0,0,3.3333,12.182,9.9167,21.528,12.3,23.72,26.228,22.025,26.228,22.025,21.467,14.1,21.378,7.0811,V2
14,5,6.364,1,1,0,0,4,2.8284,1,4,2.1213,2,2,0,2,2,0,3,1,1.4142,2,3,0.70711,9.4091,2.8864,1.3333,1.6667,11,23.457,11.512,26.286,28.717,21.25,28.717,21.25,26.657,12.486,19.844,6.5938,V3
13,10,2.1213,15,8,4.9497,3,13,7.0711,3,16,9.1924,14,13,0.70711,14,13,0.70711,13,1,8.4853,9,10,0.70711,10.789,7.0704,5.0769,10.821,11.29,21.113,12.569,22.863,28.907,22.628,28.907,22.628,27.16,12.16,19.408,8.449,V4
9,10,0.70711,4,2,1.4142,7,9,1.4142,7,16,6.364,14,9,3.5355,14,9,3.5355,15,3,8.4853,11,12,0.70711,12.117,5.6833,6.0172,12.31,9.5652,19.565,10.345,23.945,25.903,19.942,25.903,19.942,26.253,12.696,20.645,4.4839,V5
1,1,0,0,0,0,10,4,4.2426,5,3,1.4142,10,11,0.70711,10,11,0.70711,3,0,2.1213,1,2,0.70711,13.667,2.2,0,0,10.514,20.057,13.933,19.533,26.246,20.551,26.246,20.551,28.595,11.162,21.613,3.2903,V6
9,5,2.8284,9,1,5.6569,1,5,2.8284,14,5,6.364,3,3,0,3,3,0,0,0,0,0,0,0,10.351,5.2281,5.75,11.625,10.829,22.561,9.9222,27.322,29.944,27.833,29.944,27.833,0,0,0,0,V7
11,9,1.4142,14,9,3.5355,2,7,3.5355,3,9,4.2426,0,0,0,0,0,0,9,4,3.5355,13,12,0.70711,12.452,6.5914,6.8125,9.5,13.661,22.593,13.667,24.719,0,0,0,0,27.889,7.25,20.64,5.3953,V8
11,11,0,13,12,0.70711,0,5,3.5355,0,5,3.5355,6,10,2.8284,6,10,2.8284,11,2,6.364,5,6,0.70711,7.4419,5.814,8.5,10.139,14.4,19.28,15.118,20.412,26.831,19.535,26.831,19.535,25.912,13.471,22.333,7.7917,V9
